random_number,exp_name,which_part,problem_type,sub_type,val,bel,instruction,congruency,content,content_num,final_response_rt,confidence_ratings,confidence_rt,pseudo_accuracy,real_accuracy,conf,endorse_rate,polarity,subj_id,total_duration,age,gender,ah4,crt,crt3,crt4,ah4_quant,ah4_verbal,cog_ability,cog_style
773056,possib_necess3,main_task,Determinate,MP,Invalid,Believable,Belief,incongruent,DogBark,10,7.14279,99,1.27974,1,1,conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PS,Believable,Logic,congruent,DrivingTest,59,3.42907,98,2.568615,1,0,non_conflict,1,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Valid,Unbelievable,Belief,incongruent,ChildMud,6,3.52939,98,1.454185,1,1,conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Valid,Unbelievable,Belief,incongruent,DrivingTest,11,5.144315,100,1.042555,1,1,conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Invalid,Unbelievable,Belief,congruent,AdenBooze,33,3.39572,99,0.81019,1,1,non_conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Invalid,Believable,Logic,incongruent,AndrewFat,3,3.462965,98,1.762845,0,0,conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Invalid,Believable,Logic,incongruent,ClockBroken,40,5.87796,99,1.692645,1,1,conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PS,Unbelievable,Logic,incongruent,MirrorFall,60,15.11916,97,1.574165,0,1,conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PW,Believable,Logic,incongruent,Racehorse,20,2.879755,99,1.13602,1,1,conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Invalid,Believable,Logic,incongruent,MirrorFall,12,8.25839,99,1.291105,0,0,conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PS,Believable,Belief,congruent,JackyHungry,62,3.079375,99,1.208685,1,1,non_conflict,1,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PW,Unbelievable,Logic,congruent,ChildCry,21,2.26286,97,0.779105,1,1,non_conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Valid,Unbelievable,Belief,incongruent,DogBark,42,5.16078,99,0.830545,1,1,conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Valid,Believable,Logic,congruent,CompHighend,9,2.64616,98,1.00569,1,1,non_conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PS,Believable,Logic,congruent,MeganPhone,32,1.880445,97,0.778745,1,0,non_conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PS,Believable,Logic,congruent,ChildCry,53,3.378815,100,0.844395,1,0,non_conflict,1,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Invalid,Unbelievable,Logic,congruent,ChipsFrozen,7,1.94645,98,0.9754,1,1,non_conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PS,Believable,Belief,congruent,ClockBroken,24,6.31033,99,1.02044,1,1,non_conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PS,Believable,Logic,congruent,AirplaneCol,18,1.780275,98,0.75346,1,0,non_conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Valid,Unbelievable,Logic,incongruent,Racehorse,4,1.397415,96,0.98624,1,1,conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PS,Unbelievable,Belief,incongruent,JackyHungry,30,1.331575,50,7.646965,0,0,conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Invalid,Unbelievable,Belief,congruent,MeganPhone,48,5.411015,97,1.086945,1,1,non_conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Valid,Believable,Logic,congruent,AirplaneCol,34,3.44479,94,1.14157,1,1,non_conflict,1,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Valid,Believable,Belief,congruent,ChildCry,37,6.21177,98,0.82622,1,1,non_conflict,1,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Valid,Believable,Logic,congruent,AdenBooze,1,3.07938,99,0.9229,1,1,non_conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Invalid,Believable,Belief,incongruent,ChildMud,38,1.79766,95,0.87717,1,1,conflict,1,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PW,Unbelievable,Logic,congruent,DogBark,26,2.878945,97,0.89378,1,1,non_conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PW,Believable,Belief,incongruent,HamsterFood,61,2.979545,96,0.83617,0,0,conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PW,Believable,Logic,incongruent,CompHighend,57,2.246415,98,0.712345,1,1,conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PS,Unbelievable,Logic,incongruent,Racehorse,52,1.563865,95,0.839605,1,0,conflict,1,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Invalid,Believable,Logic,incongruent,JohnSwim,47,3.27983,97,0.869945,1,1,conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PW,Believable,Belief,incongruent,DrivingTest,27,8.241915,84,0.940325,0,0,conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PS,Unbelievable,Belief,incongruent,AndrewFat,19,4.3283,98,1.053935,0,0,conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PW,Believable,Belief,incongruent,ChipsFrozen,55,3.4954,98,0.728445,0,0,conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PW,Believable,Belief,incongruent,ChildMud,22,4.71143,96,0.818515,0,0,conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Valid,Believable,Belief,congruent,HamsterFood,13,4.344855,97,0.958615,1,1,non_conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Invalid,Believable,Belief,incongruent,ChildCry,5,2.74648,96,0.7462,0,0,conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Invalid,Believable,Belief,incongruent,JackyHungry,46,28.243225,76,1.372805,0,0,conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Invalid,Unbelievable,Logic,congruent,DrivingTest,43,4.67745,93,5.111965,1,1,non_conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PS,Unbelievable,Logic,incongruent,ChipsFrozen,23,5.82698,91,1.113695,1,0,conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Valid,Unbelievable,Belief,incongruent,Racehorse,36,7.42602,95,1.57376,0,0,conflict,1,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PW,Believable,Logic,incongruent,CompHighend,25,13.32181,93,1.209835,1,1,conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PW,Unbelievable,Belief,congruent,MirrorFall,28,7.192815,93,1.013225,1,1,non_conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Valid,Unbelievable,Logic,incongruent,MeganPhone,16,5.427765,92,1.49354,1,1,conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Invalid,Unbelievable,Belief,congruent,AirplaneCol,2,3.112425,95,2.60789,1,1,non_conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PW,Unbelievable,Belief,congruent,AdenBooze,17,2.712785,97,1.895575,1,1,non_conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Invalid,Unbelievable,Logic,congruent,AndrewFat,35,13.936165,65,1.56923,1,1,non_conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PW,Unbelievable,Belief,congruent,JohnSwim,63,9.87389,93,1.53589,1,1,non_conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PS,Believable,Belief,congruent,AndrewFat,51,9.25723,85,3.537065,1,1,non_conflict,1,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,AC,PS,Unbelievable,Logic,incongruent,JohnSwim,31,2.27991,91,3.058745,1,0,conflict,1,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Indeterminate,DA,PW,Unbelievable,Belief,congruent,AirplaneCol,50,2.813135,91,3.704745,1,1,non_conflict,0,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MT,Valid,Unbelievable,Logic,incongruent,ChipsFrozen,39,2.713245,88,1.367885,1,1,conflict,1,Denial,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
773056,possib_necess3,main_task,Determinate,MP,Invalid,Unbelievable,Belief,congruent,JackyHungry,14,6.343595,94,0.71955,1,1,non_conflict,0,Affirmation,Person_1,1329,20,Female,47,4,1,3,23,24,high_ca,high_acs
544624,possib_necess3,main_task,Indeterminate,AC,PW,Believable,Belief,incongruent,MirrorFall,28,5.749,100,1.51479,1,1,conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Valid,Believable,Belief,congruent,MeganPhone,48,7.249485,95,1.632495,1,1,non_conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PW,Unbelievable,Logic,congruent,DrivingTest,27,5.46607,100,3.677715,1,1,non_conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Valid,Believable,Belief,congruent,ChildMud,38,4.31625,100,0.95586,1,1,non_conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Valid,Unbelievable,Logic,incongruent,DogBark,10,7.580875,100,1.155315,1,1,conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PW,Believable,Logic,incongruent,AirplaneCol,50,10.26614,100,0.777695,1,1,conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Valid,Unbelievable,Logic,incongruent,ClockBroken,8,2.532955,100,2.740605,1,1,conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Invalid,Unbelievable,Belief,congruent,AdenBooze,33,9.448975,100,1.35724,1,1,non_conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Invalid,Unbelievable,Logic,congruent,JohnSwim,15,48.785435,100,1.77108,1,1,non_conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PS,Believable,Logic,congruent,ChipsFrozen,23,36.800735,100,1.640095,1,0,non_conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Valid,Unbelievable,Logic,incongruent,CompHighend,41,25.751155,99,1.22224,1,1,conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Valid,Believable,Logic,congruent,ChildCry,5,4.46577,100,1.780075,1,1,non_conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PS,Believable,Logic,congruent,ChildCry,53,2.76615,100,1.308325,1,0,non_conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Invalid,Believable,Belief,incongruent,AndrewFat,35,23.13325,100,4.892175,1,1,conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PW,Believable,Belief,incongruent,CompHighend,57,29.93423,100,1.306135,1,1,conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PW,Believable,Belief,incongruent,ClockBroken,24,6.316865,100,1.465715,1,1,conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Valid,Unbelievable,Belief,incongruent,ClockBroken,40,11.133765,86,1.089195,1,1,conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PW,Believable,Logic,incongruent,AndrewFat,19,6.81746,96,1.756415,0,0,conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PW,Unbelievable,Logic,congruent,MirrorFall,60,4.248365,100,0.90784,1,1,non_conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PW,Unbelievable,Belief,congruent,MeganPhone,32,5.550355,100,1.229315,1,1,non_conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PS,Unbelievable,Logic,incongruent,Racehorse,52,7.71433,100,0.87322,1,0,conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PS,Unbelievable,Belief,incongruent,CompHighend,25,28.53422,49,0.92392,1,1,conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Invalid,Believable,Logic,incongruent,JackyHungry,14,7.195945,100,2.85432,1,1,conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PW,Unbelievable,Belief,congruent,AirplaneCol,18,28.452295,99,0.739655,1,1,non_conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Invalid,Unbelievable,Logic,congruent,ChipsFrozen,7,4.85013,100,2.40654,1,1,non_conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Valid,Unbelievable,Belief,incongruent,AirplaneCol,2,2.432185,100,1.071985,1,1,conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Valid,Believable,Belief,congruent,MirrorFall,12,4.98223,99,0.841385,1,1,non_conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PS,Believable,Belief,congruent,JackyHungry,30,2.097515,100,1.33972,1,1,non_conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PS,Unbelievable,Logic,incongruent,HamsterFood,61,6.94793,100,0.755625,1,0,conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Invalid,Believable,Belief,incongruent,AndrewFat,3,4.09868,100,0.80482,0,0,conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Valid,Believable,Logic,congruent,JackyHungry,46,4.949805,100,0.73796,1,1,non_conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PW,Believable,Belief,incongruent,ChildMud,54,5.398745,100,0.731225,1,1,conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PS,Unbelievable,Belief,incongruent,AndrewFat,51,8.998435,70,0.797565,0,0,conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Invalid,Unbelievable,Logic,congruent,HamsterFood,45,8.96644,100,6.76612,1,1,non_conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Valid,Believable,Logic,congruent,DrivingTest,11,1.58166,100,1.35324,1,1,non_conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Invalid,Unbelievable,Belief,congruent,MirrorFall,44,12.89951,100,0.87485,1,1,non_conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PW,Believable,Logic,incongruent,DrivingTest,59,4.999645,100,0.787955,1,1,conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PS,Believable,Logic,congruent,DogBark,26,1.384005,100,1.1566,1,0,non_conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PS,Believable,Belief,congruent,ChipsFrozen,55,2.43178,100,0.84231,1,1,non_conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Invalid,Unbelievable,Logic,congruent,AirplaneCol,34,6.115725,100,3.20946,1,1,non_conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Invalid,Believable,Logic,incongruent,JohnSwim,47,4.81028,100,0.897455,1,1,conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Invalid,Unbelievable,Belief,congruent,MeganPhone,16,4.55045,100,1.2211,1,1,non_conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PS,Unbelievable,Belief,incongruent,MeganPhone,64,5.0001,100,1.174295,1,1,conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PS,Believable,Belief,congruent,AdenBooze,17,2.432315,100,0.81279,1,1,non_conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PS,Unbelievable,Logic,incongruent,JohnSwim,31,0.983675,100,0.62222,1,0,conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Invalid,Believable,Logic,incongruent,Racehorse,4,3.447615,100,0.67952,1,1,conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PS,Believable,Logic,congruent,DogBark,58,7.049825,100,2.010635,1,0,non_conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Valid,Unbelievable,Belief,incongruent,HamsterFood,13,7.09789,100,1.588815,1,1,conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PW,Unbelievable,Belief,congruent,JackyHungry,62,8.465355,100,0.71273,1,1,non_conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PW,Believable,Logic,incongruent,HamsterFood,29,5.098125,100,0.50468,1,1,conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Invalid,Believable,Logic,incongruent,ChipsFrozen,39,4.29974,100,0.777325,1,1,conflict,0,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PS,Unbelievable,Belief,incongruent,ChildCry,21,2.65052,100,1.071855,1,1,conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Invalid,Believable,Belief,incongruent,DrivingTest,43,3.064435,100,2.055685,1,1,conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Invalid,Unbelievable,Belief,congruent,ChildMud,6,6.315515,100,0.91345,1,1,non_conflict,0,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,DA,PS,Believable,Belief,congruent,JohnSwim,63,2.798525,100,2.862485,1,1,non_conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MP,Invalid,Believable,Belief,incongruent,CompHighend,9,6.465425,99,1.157665,1,1,conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Indeterminate,AC,PS,Unbelievable,Logic,incongruent,Racehorse,20,1.196905,100,0.72848,1,0,conflict,1,Affirmation,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
544624,possib_necess3,main_task,Determinate,MT,Valid,Believable,Logic,congruent,Racehorse,36,1.165345,100,1.405935,1,1,non_conflict,1,Denial,Person_2,892,18,Male,52,2,1,1,27,25,high_ca,low_acs
